what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1606894733947
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1606894733947
started,bundle,com.altera.sbtgui.integration,11.1.0.259,"com.altera.sbtgui.integration",1606894733948
started,bundle,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch",1606894733948
started,bundle,com.altera.sbtgui.project,11.1.0.259,"com.altera.sbtgui.project",1606894733948
started,bundle,com.altera.systemconsole,11.1.0.259,"com.altera.systemconsole",1606894733948
started,bundle,com.altera.utilities,11.1.0.259,"com.altera.utilities",1606894733948
os,sysinfo,,,"win32",1606894733950
arch,sysinfo,,,"x86",1606894733950
ws,sysinfo,,,"win32",1606894733950
locale,sysinfo,,,"en_US",1606894733950
processors,sysinfo,,,"4",1606894733950
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1606894733951
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1606894733951
java.specification.name,sysinfo,,,"Java Platform API Specification",1606894733951
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1606894733951
java.specification.version,sysinfo,,,"1.6",1606894733951
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1606894733951
java.version,sysinfo,,,"1.6.0_23",1606894733951
java.vm.info,sysinfo,,,"mixed mode",1606894733951
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1606894733951
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1606894733951
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1606894733951
java.vm.specification.version,sysinfo,,,"1.0",1606894733951
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1606894733951
java.vm.version,sysinfo,,,"19.0-b09",1606894733951
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1606894734194
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606894735557
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1606894738402
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894738699
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894740806
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1606894740847
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1606894741942
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1606894741946
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1606894741951
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1606894741953
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1606894741958
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1606894741959
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894742278
started,bundle,com.altera.sbtgui.core,11.1.0.259,"com.altera.sbtgui.core",1606894756063
started,bundle,com.altera.debug.cdi.gdb.plugin,11.1.0.259,"com.altera.debug.cdi.gdb.plugin",1606894756752
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894808609
opened,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1606894812597
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1606894812908
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1606894812924
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894822761
started,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1606894822973
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1606894823076
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894825199
started,bundle,com.altera.sbtgui.ui,11.1.0.259,"com.altera.sbtgui.ui",1606894825209
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1606894825213
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1606894825214
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1606894825379
activated,view,com.altera.sbtgui.launch,11.1.0.259,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1606894825442
activated,perspective,com.altera.sbtgui.ui,11.1.0.259,"com.altera.sbtgui.ui.debugPerspective",1606894825442
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894827208
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894835843
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1606894835855
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.MemoryView",1606894836323
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.MemoryView",1606894836341
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894838976
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894865558
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1606894880205
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.Resume",1606894880342
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1606894887464
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1606894888540
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.TaskList",1606894889656
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.TaskList",1606894889688
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894890366
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1606894894569
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894896581
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.MemoryView",1606894898769
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894898861
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1606894902741
